client_id,total_sent,open_rate,unsubscription_rate,bounce_rate,complaint_rate
314811,5931,20.4,0,0.91,0.02
1423714,321,5.41,0,7.79,0
1525895,1607,25.75,0,0.68,0
1341321,8360,25.47,0,2.24,0
1040461,2907,10.58,0,1.14,0
257771,274,31.01,0,5.84,0
353433,3231,9.51,0,4.36,0
1310448,1210,38.33,0,1.24,0
181559,2032,17.5,0,2.12,0
1013549,190,25.67,0,1.58,0
485036,13462,11.51,0,1.7,0
193770,12557,24.72,0.04,2.72,0.08
676103,122,28.69,0,0,0
844217,900,13.45,0,2.56,0
625360,2465,12.44,0,1.87,0.08
747718,958,20.79,0,4.59,0
1118615,9091,12.74,0.52,8.84,0
1343913,827,32.22,0,2.06,0
1242370,22795,15.66,0.21,0.36,0
1309460,531,53.08,0,11.3,0
551124,7647,26.51,0.01,1.62,0.03
1001229,447,6.41,0,2.24,0
521454,16622,32.87,0.76,2.3,0.01
438260,18369,40.2,0.21,5.94,0.05
326060,203,25.76,0,2.46,0
1544440,28303,18.16,0,1.51,0.01
566288,6467,21.86,0,1.48,0
576598,347,47.98,0,0.29,0
761586,14496,10.25,0,1.61,0
285161,10445,2.46,0,1.6,0
239440,269,36.96,0,4.46,0
1501269,132,8.46,0,1.52,0
1157705,1348,35.24,0,11.8,0.08
1527596,14779,39.42,0.08,2.21,0
935052,201,38.31,0,0,0
1460645,568,27.44,0,4.4,0.18
1347185,53099,5.09,0,2.82,0.01
878985,281,22.1,0,1.78,0
534273,285,9.82,0,3.51,0
366529,1641,38.18,0,1.52,0
745002,7495,20.96,0,3.38,0
1163343,25603,35.31,0,2.58,0
259755,324,28.05,0,6.48,0
556792,114,57.89,0,0,0
257032,2297,38.91,0,0.52,0
1083119,39935,8.46,0,2.11,0.01
601441,866,7.18,0,0.23,0
1074258,9141,17.58,0,0.47,0.01
145713,2366,16.32,0,1.06,0
1174047,1384,24.56,0,1.16,0
1279207,315,52.88,0,0.95,0
1217783,177,45.4,0,7.91,0
1438960,225,28,0,0,0
87279,859,43.51,0,0.47,0
1278522,8497,12.11,0,7.4,0.01
325185,9025,12.32,0,0.65,0
720644,132,56.49,0,0.76,0
199295,4221,19.68,0,1.87,0
144325,712,31.73,0,0.84,0
719396,504,39.48,0,0,0
1464936,462,55.12,0,0.65,0
1104733,4667,31.17,0,3.62,0
736161,260,31.89,0,2.31,0
462336,335,42.09,0,0,0
1510677,600,29.88,0,1.83,0
904367,1558,36.85,0,0.19,0
1468121,643,53.74,0,0.16,0
1496400,249,28.81,0,2.41,0
117086,1091,22.19,0,1.28,0.09
1531056,162,30.43,0,0.62,0
1456223,597,35.24,0,0.67,0
389250,385,35.98,0,1.82,0
1313242,169,45.03,0,10.65,0
1502047,300,30.54,0,0.67,0
875704,691,25.66,0,12.01,0
1225745,3810,49.13,0,0.26,0.03
42586,3237,8.07,0,0.8,0
1487377,2536,34.2,0,8.56,0
893138,6569,30.8,0,2.53,0
1197466,2098,40.14,0,5,0
403739,5033,34.59,0,0.52,0
992902,811,51.18,0,0.49,0
786414,714,16.93,0,3.22,0
710462,16448,9.88,0,0.33,0.01
184838,840,26.66,0,1.31,0
375597,13448,9.95,0,1.63,0
150058,6836,26.5,0,2.03,0
973015,11994,3.4,0,0.55,0
802237,204,25.37,0,1.47,0
803704,53176,25.05,0,6.79,0
1535143,1302,34.07,0,6.45,0
1158503,479,29.89,0,0.84,0
891859,10984,16.75,0,0.68,0.01
22237,1184,22,0,1.35,0.09
1192902,4478,27.53,0,5.09,0
1462361,7619,15.04,0,17.25,0
1322246,2796,25.14,0,1.14,0
250098,127,68.5,0,0,0
653820,2279,27.2,0,0.31,0
928099,530,44.34,0,0,0
430105,1352,20.4,0,3.55,0
1528138,775,53.31,0,0.52,0
574890,758,38.28,0,0.4,0
1288277,11421,9.46,0,0.64,0
190012,1814,30.49,0.06,1.65,0
1254711,2129,38.6,0,5.21,0
326330,2683,34.54,0,0.3,0
348792,57568,23.99,0,2.68,0
609785,709,64.08,0,1.83,0
231917,1691,33.06,0,0.18,0
392586,6125,14.57,0,0.24,0
1335513,1425,29.76,0,1.68,0
23466,1874,24.99,0,0.48,0
378615,560,28.24,0,0.71,0
573819,9495,30.67,0,7.36,0.03
676171,762,44.87,0,0.26,0
1216701,7042,19.66,0,2.51,0.03
201905,187,46.77,0,0.53,0
326749,3697,41.34,0,0.41,0.03
622038,436,19.49,0,28.21,0
883098,329,36.84,0,1.82,0
309339,107306,28.61,0.05,2.66,0
1373719,327,62.15,0,0.61,0
236294,450,25.11,0,2.67,0
707932,623,61.36,0,1.12,0
1144747,580,34.26,0,7.41,0
1335071,2582,7.81,0,2.36,0
654885,2470,34.77,0,1.5,0
818018,4427,17,0,2.19,0
186272,4076,11.51,0.3,0.71,0
1438957,19462,21.06,0,2.22,0
620552,131,18.8,0,10.69,0
597793,264,30.27,0,1.14,0
1087749,682,32.68,0,2.2,0
750906,6767,19.83,0,3.86,0
1524171,360,52.08,0,6.67,0
1223189,1198,2.02,0,9.27,0
385371,1846,23.21,0,5.25,0
961797,2076,13.95,0,1.59,0
1352367,2137,36.08,0,1.82,0
662717,32689,10.58,0.35,2.84,0.01
314699,5063,13.94,0,3.26,0
185668,17214,9.12,0,1.06,0
1075811,10472,14.47,0,0.93,0
944229,240,63.83,0,2.08,0
384363,155,39.46,0,5.16,0
266578,5404,12.43,0,3.96,0
480660,332,8.36,0,2.71,0
1071561,582,75.13,0,1.2,0
160414,3585,12.24,0,5.91,0
166392,3555,19.28,0,1.69,0
901874,1714,8.34,0,6.94,0
459569,381,50,0,0.26,0
575582,4221,18.01,0,3.29,0
802877,23817,17.04,0,5.26,0
9001,2420,20.67,0,0.66,0
683376,1804,20.64,0.11,0.11,0
1403026,587,20,0,4.6,0
580224,307,62.41,0.34,5.54,0
831457,254,33.47,0,1.18,0
37485,1313,20,0,2.13,0
1467737,6205,13.4,0,1.64,0
220597,1627,33.17,0,2.34,0
1457486,2355,11.32,0,0.21,0
929689,27306,9.1,0,2.48,0
1393792,8779,41.93,0,44.69,0
1297665,59777,14.19,0,1.79,0
1188820,426,22.41,0,2.58,0
836215,275,53.45,1.09,0,0
343718,12828,29.07,0,0.77,0
1369649,3583,13.41,0,0.95,0
1048880,5026,16.56,0,0.9,0
540095,1669,32.29,0,0.36,0
748198,2587,20.27,0,0.66,0
1120534,8820,35.72,0,0.88,0.02
1334399,1103,23.08,0,0.63,0
1266464,3729,13.08,0,5.93,0.26
1343119,2023,51.88,0,4.15,0
1167357,281,23.16,0,3.2,0
1166768,13385,20.4,0.28,2.66,0.02
1131422,133,21.97,0,0.75,0
984037,1784,13,0,6.45,0
376670,297,19.1,0,3.03,0
26936,104318,36.93,0.2,0.99,0.01
812021,432,40.19,0,0.93,0
1460997,69255,6.7,0.07,1.18,0
191370,19096,16.72,0,2.41,0.03
1336904,3809,15.52,0,0.68,0.03
1330028,40625,22.04,0,2.72,0.01
1050829,24526,5.72,0.12,1.17,0
38381,2505,19.1,0,2.79,0
1390234,4885,20.13,0,2.87,0
1280490,924,24.53,0,1.62,0
407772,1367,26.23,0,4.9,0
707984,1506,48.67,0,0,0
522031,6465,17.64,0,1.61,0
1232799,1026,42.52,0,14.04,0
393775,1493,30.57,1.09,1.41,0
69606,1512,27.56,0,6.42,0
1017872,259,53.88,0,0.39,0
97927,1774,36.8,0,4.74,0.06
792918,1000,26.03,0,0.9,0
355068,302,21.1,0,21.52,0
1443711,1067,7.03,0,10.68,0
1255836,300,9.7,0,0.33,0
405423,7556,26.71,0.62,1.36,0
723153,568,41.27,0,0.18,0
1178219,8451,20.23,0,0.76,0
689232,1869,24.76,0,0.37,0
111514,585,28.94,0,0.17,0
156958,7107,14.2,0.01,0.52,0
1187528,24036,38.47,0.02,8.28,0
1129844,2406,26.34,0,1.37,0.13
85972,243,52.28,0,0.82,0
507210,5275,33.59,0,0.27,0
1263363,16983,21.08,0,1.04,0
1179841,153,16.44,0,4.58,0
864373,501,34.34,0.2,0.6,0
676619,830,11.93,0,3.01,0
776112,7600,9.23,0,0.49,0
1496135,1843,16.23,0,2.06,0
884768,530,32.77,0,11.32,0.21
7056,272,39.71,0,0,0
617133,7894,14.88,0,1.17,0
1483585,414,55.83,0,0.48,0
609869,1661,23.78,0,1.02,0
62981,844,17.64,0,0.59,0
412876,2113,10.2,0,1.61,0
295324,2886,16.75,0,1.32,0
1001207,246,43.57,0,2.03,0
1121294,613,11.66,0,14.68,0
162915,9742,33.1,0,0.39,0.02
1323463,30848,4.15,0,3.03,0.01
446458,19863,15.55,0,2.73,0
810777,5497,17.71,0,0.47,0.02
457109,8365,7.89,0.05,0.6,0
148479,266,26.4,0,6.02,0
350551,3999,28.38,0,1.48,0.03
1256715,299,11.4,0,9.03,0
984458,781,19.53,0,1.02,0
388979,565,17.44,0,0.53,0
1088682,1137,10.35,0,0.62,0
894886,832,14.09,0,1.08,0
747085,21195,18.38,0,0.27,0
562037,847,14.15,0,2.36,0
770642,698,6.62,0,0.43,0
790427,4615,7.13,0,0.91,0
472324,919,15.13,0,2.94,0
47919,1691,18.45,0,1.6,0
1081704,1178,0.34,0,0.42,0
1200408,230,26.99,0,1.74,0
1492914,1173,42.34,0.17,0.34,0
138522,3290,12.4,0,0.94,0.03
605438,183,23.56,0,4.92,0
151957,1470,18.91,0,1.43,0
455209,986,17.91,0,4.87,0
1359030,118,55.65,0,2.54,0
1177733,1137,45.59,0,0.26,0
1391315,509,56.75,0,0.98,0
679294,2315,18.4,0,3.5,0
57335,1195,35.72,0,5.36,0
939039,8847,16.58,0.05,0.61,0
1410982,8599,13.89,0,0.69,0
1075143,127,43.09,0,3.15,0
1467212,1216,39.34,0,2.38,0
590901,701,19.25,0,4.42,0
663722,697,35.07,0,3.87,0
768730,165,34.18,0,4.24,0
153727,4567,11.16,0,24.87,0
1237686,241,52.08,0,0.41,0
646487,438,43.88,0,1.14,0
1204225,2728,20.83,0,2.68,0
352947,1475,14.55,0,3.53,0
1422641,247,17.47,0,7.29,0
1095959,588,48.66,0,4.93,0
1321698,51574,47.91,0,3.37,0
1074377,23295,10.75,0,1.24,0.02
376023,9385,12.89,0,9.74,0.01
1309269,10831,28.29,0,0.42,0
903151,3079,31.58,0,0.75,0
1027321,1071,63.21,0,0,0
661328,4061,12.92,0,1.08,0
299535,9909,30.53,0,1.79,0
839780,106,53.77,0,0,0
652597,450,37.14,0,0.67,0
154384,914,19.8,0,0.55,0
92223,4303,5.85,0,1.09,0
469793,2424,15.23,0,1.4,0
560335,230,10.41,0,3.91,0
1045257,983,34.23,0,1.93,0
133116,823,10.64,0,12.03,0
201232,11038,35.85,0,2.99,0
1045452,846,56.94,0,0.35,0
7936,1958,13.85,0,1.89,0.05
870779,817,35.54,0,24.24,0
1230345,1011,17.11,0,0.59,0
1184640,2413,18.24,0,3.44,0
349515,1047,8.65,0,1.72,0
1177210,16791,10.48,0,5.57,0.01
256514,218,54.33,0,4.59,0
113584,26579,9.19,0.03,1.72,0
247522,8220,13.58,0,2.07,0
1206198,878,25.29,0,2.28,0.12
315550,24283,19.26,0.01,0.58,0
276642,529,13.52,0,0.76,0
383996,3531,21.67,0,1.47,0
157042,2400,20.51,0,1.46,0
1479626,77374,17.23,0,0.87,0
928927,18291,14.18,0,6.59,0
859862,479,36.48,0,0.42,0
363320,124,25,0,0,0
1010892,418,20.14,0,0.24,0
175586,43164,18.68,0,1.68,0.01
796805,982,34.66,0,0.41,0
143039,142,50.36,0,3.52,0
860190,3433,35.5,0,1.37,0
733420,13776,10.61,0.12,0.91,0
1304269,180,8.99,0,1.11,0
612766,610,34.21,0,0.33,0
524267,230,11.76,0,3.91,0
98535,257,29.92,0,1.17,0
734838,15559,14.24,0,0.52,0
1502667,295,21.43,0,0.34,0
1524843,297,13.28,0,13.8,0
775512,439,26.62,0,1.59,0
1220421,1244,24.63,0,12.86,0.09
1118703,9203,19.06,0,2.9,0
805561,1342,22.2,0,6.71,0
662798,518,42.29,0,2.32,0
979078,21114,3.99,0,1.09,0.03
463362,27519,28.09,0,2.3,0
661250,5630,26.8,0,1.19,0.02
389348,2966,19.33,0.21,2.7,0
1290521,5792,15.98,0,5.77,0
1386355,6772,50.08,0.01,0.28,0
1254832,6528,3.77,0.05,2.08,0.06
915325,11450,25.11,0,1.02,0
525971,1390,20.96,0,4.24,0
41133,393,23.45,0,1.27,0.26
1338240,3268,19.68,0,1.59,0
1306547,3298,9.17,0,1.79,0
404029,6259,26.84,0,1.73,0.03
530554,586,18.75,0,1.71,0
846195,1860,6.31,0.22,1.13,0
1433234,6050,29.96,0.75,1.09,0
105877,1104,17.28,0,6.7,0
275135,1210,24.06,0,1.07,0
643384,11623,14.53,0,0.28,0.01
991399,17284,12.91,0,3.49,0.03
838662,230,22.91,0,1.3,0
1198553,221,27.59,0,8.14,0
820811,1446,21.57,0,5.12,0.07
956834,555,20.26,0,2.16,0
1279429,4951,18.11,0,4.85,0
1448942,300,58.97,0,3.33,0
950379,1149,13.28,0,0.35,0
800627,10443,36.73,0,1.76,0.01
1483401,14530,10.27,0,1.26,0
1272006,400,19.4,0,0.75,0
813604,777,26.61,0,0.39,0
1294334,1085,12.69,0,0.46,0
1522885,533,21.28,0,0.38,0
545339,3031,25.4,0,1.15,0
1231974,196,24.56,0,12.76,0
972252,3665,25.74,0,12.03,0.25
10593,293,32.42,0,0,0
1515036,436,26.73,0,0.46,0
1400704,698,20.74,0,10.89,0
593750,10151,19.57,0,1.21,0
925115,4595,15.76,0,1.26,0
1305515,2964,12.21,0,8,0
469908,264,19.54,0.38,1.14,0
356208,299,27.7,0,1,0
1425947,469,27.8,0,1.07,0
1061292,5375,10.95,0,0.78,0.02
187662,108,79.44,0,0.93,0
1321234,6588,11.04,0,1.97,0
856799,13840,13.11,0,3.65,0
1031490,2383,12.07,0,3.69,0
321709,10173,20.4,0.01,4.02,0
268069,1198,11.93,0,9.02,0
953901,5206,11.98,0,1.25,0
71995,780,32.99,0,0.51,0
944303,1034,30.56,0,1.26,0
870380,4546,22.55,0,0.9,0
1092461,656,2.2,0,3.2,0.16
592897,211,20.1,0,0.95,0
490369,1196,13.84,0,0.92,0
390987,161,57.76,0,0,0
3951,173,65.24,0,5.2,0
228472,270,34.08,0,1.11,0
794377,548,35.05,0,0.55,0
447490,15567,3.31,0,3.04,0
1301250,1018,24.03,0,1.47,0.1
891199,492,14.66,0,0.2,0
224321,829,28.8,0,1.57,0
1252148,60580,24.99,0.02,0.36,0
776931,6159,35.86,0,3.51,0.02
783481,146,32.62,0,3.42,0
795243,271,33.58,0,0,0
1356415,3387,18.64,0,0.5,0
1011165,6396,11.68,0,1.11,0
531443,9202,6.44,0.08,1.3,0
557655,3636,24.49,0,5.01,0
61237,1680,16.11,0.08,21.31,0
1300078,1505,22.59,0.54,2.33,0
80003,1875,22.04,0,0.53,0.05
801758,22567,33.52,0,0.9,0
427214,12012,18.06,0,10.3,0.06
1312338,157,48.05,0,1.91,0
625348,103122,44.46,0.16,0.14,0.01
1260736,235,32.9,0,1.7,0
1066411,1392,20.99,0,4.17,0
698115,15237,19.43,0,1.91,0
909810,298,27.95,0,0.34,0
593024,7570,22.26,0,1.85,0
1302977,163,11.04,0,0,0
1472353,791,9.32,0,29.46,0
1169513,164,35.8,0,1.22,0
501239,4500,26.21,0,0.38,0.02
891931,1076,24.28,0,0.09,0
863318,13312,17.36,0,2.23,0.02
932148,164,52.87,0,4.27,0
656307,2399,12.38,0,11.46,0
53744,199,37.11,0,2.51,0
1346800,11648,15.04,0,1.12,0
903148,1279,39.81,0,2.58,0.08
551155,845,22.6,0,3.67,0
670198,124,50,0,1.61,0
640205,1271,26.67,0.24,1.18,0
263758,990,34.22,0,0.81,0
278056,2935,36.66,0,1.29,0.03
350979,299,40.54,0,1,0
1213335,5469,21.62,0,2.93,0
643667,4526,23.8,0,0.75,0
630266,7859,16.47,0,0.9,0
213452,33434,13.16,0,2.14,0
1019998,3746,17.61,0.19,0.85,0
251746,22325,8.14,0,0.82,0.01
333740,786,4.93,0,4.58,0
225902,586,37.92,0,3.24,0
879290,144,70,0,2.78,0
312224,1498,45.72,0,1,0.07
1320880,9989,24.75,0,1.95,0.01
1431360,2496,14.04,0,4.69,0.04
1138221,548,16.73,0,1.82,0
217247,6713,22.3,0,0.86,0.02
373679,191,19.89,0,2.62,0
1268047,1423,27.65,0.21,1.12,0
791172,1407,36.21,0,1.28,0
274537,22829,13.37,0,0.83,0
1032,474,4.33,0,2.53,0
1087610,461,27.15,0,1.74,0
806191,3237,19.98,0,0.25,0.03
1331727,58665,12.38,0,30.21,0.01
1147059,552,40.44,0,1.45,0
1287246,240,54.39,0,0.42,0
552729,439,38.71,0,1.14,0
523592,31656,24.93,0,0.75,0.04
871061,1144,16.48,0,4.02,0
912178,2497,35.78,0.08,4.08,0
567532,7939,14.84,0.2,0.93,0.01
977549,499,18.26,0,1.2,0
628743,383,40.75,0,2.61,0
928536,1249,48.03,0,8.49,0
788882,103,45.1,0,0.97,0
345797,1467,17.07,0,9.34,0
1045389,201,60.8,0,1,0
1187686,234,19.4,0,0.85,0
927599,12130,0.71,0,4.01,0
1169337,146,36.62,0,2.74,0
1106696,761,71.3,0,0.66,0
655286,75546,16.29,0,1.2,0
39141,1183,20.66,0,3.04,0
502052,270,43.56,0,2.22,0
771637,224,32.29,0,0.45,0
416019,10594,23.59,0,4.56,0.04
378086,4443,8.46,0,1.28,0
838311,34225,47.28,0,1.77,0.01
285588,350,41.26,0,0.29,0
1318947,1479,33.26,0.07,2.84,0
560189,614,8.92,0,6.84,0
1459531,202,28.14,0,1.49,0
1265432,3420,32.5,0.09,1.02,0
956099,15926,12.87,0.17,0.23,0.01
431427,206,30.88,0,0.97,0
1410689,196,22.56,0,0.51,0
1034362,1195,52.23,0,0.5,0
39675,2187,33.22,0.19,2.42,0
142834,232,61.14,0,1.29,0
1158158,9006,17.81,0,0.5,0.02
249710,1876,24.22,0.05,1.17,0.05
421095,1857,22.62,0,10.23,0.3
293507,514,12.94,0,5.25,0
1121543,2340,23.77,0,1.5,0.09
892142,297,42.76,0,0,0
1105031,628,13.32,0.16,3.18,0
1086166,300,23.08,0,0.33,0
512931,202,32.67,0,0,0
431885,7941,19.72,0,8.79,0
865648,530,13.32,0,7.92,0
539545,1779,16.35,0,3.37,0
570544,1720,28.32,0,12.97,0.07
654010,2765,33.47,0,4.05,0
1546801,111,58.56,0,0,0
630092,2368,13.61,0,1.35,0
283871,4820,20.75,0,1.54,0.02
1305246,31180,14.85,0,1.17,0
1477214,1642,30.07,0,6.64,0
1301968,1205,17.69,0,1,0
88069,2602,1.87,0,3.57,0
161183,2807,18.32,0,3.14,0
1211325,1084,46.4,0,2.58,0
26196,1791,30.68,0,5.19,0
1424775,3427,10.08,0.15,3.56,0
1513058,475,25.55,0,3.58,0
640480,429,35.06,0,0.93,0
243454,5359,37.81,0,0.06,0
882440,14668,25.7,0.1,0.36,0
161838,31145,15.03,0,0.42,0
94350,5118,29.29,0,1.88,0
250301,9330,15.83,0.06,4.03,0
623110,25382,22.3,0.17,0.89,0.01
1440510,296,33.1,0,2.03,0
1365917,7716,29.51,0,1.89,0
980100,226,15.67,0,3.98,0
1085662,638,36.67,0,2.98,0
94467,299,12.94,0,14.72,0
868433,197,29.02,0,2.03,0
487015,311,43.69,0,0.64,0
1062131,3030,31.76,0,2.31,0
832292,1499,12.97,0,2.8,0
59402,1061,1.56,0,15.55,0
261326,317,39.56,0,0.32,0
483378,360,77.65,0,0.56,0
613646,3532,39.91,0,0.25,0
161482,2344,47.34,0,1.49,0
1091931,3057,27.64,0,3.79,0
1028559,3583,26.3,0,0.98,0
513940,822,6.44,0,1.7,0
13945,225,45.7,0,1.78,0
673254,5777,14.56,0,2.49,0
1139630,1741,35.23,0,3.96,0
102726,265,13.85,0,1.89,0
1206939,1474,15.76,0,3.12,0
818171,412,22.06,0,3.16,0
133515,3363,2.68,0.03,1.31,0
1356583,3625,21.84,0,3.61,0
589958,232,24.45,0,1.29,0
1043829,35494,10.41,0,6.5,0
1361966,1341,31.33,0,0.52,0
1494608,300,56,0,0,0
1222522,762,20.21,0,1.31,0
1211547,469,14.25,0,2.77,0
486587,361,37.29,0,1.94,0
517286,1327,33.07,0,5.43,0
659918,17018,13.5,0,2.36,0
1399141,6169,20,0,0.55,0
988324,205,28.5,0,2.44,0
1168968,58596,18.23,0,0.46,0
47237,22558,22.85,0,0.48,0
350452,6718,20.92,0,0.74,0
1234223,14092,13.62,0,1.82,0.07
631201,3348,27.52,0,1.34,0
444288,161,22.98,0,0,0
104168,59925,14.8,0.05,3.69,0
1404647,4254,20.86,0,1.83,0
450765,13125,42.84,0,2.91,0.02
1136683,2396,17.71,0,1,0
385319,17500,24.29,0,1.02,0
140027,9533,12.54,0,5.81,0
233204,18542,31.03,0,1.77,0
1312673,451,21.22,0,1.77,0
39543,8486,16.48,0.17,1.66,0
698378,244,12.07,0,4.92,0
1245388,914,26.39,0,3.83,0
355453,23885,21.76,0,1.29,0
1358249,2847,37.96,0,0.25,0
31215,819,31.86,0,0.73,0
390970,219,30.73,0,0.46,0
652946,2376,21.62,0,5.01,0
136680,163,19.25,0.62,1.23,0
388234,3855,14.06,0,1.45,0
252730,10604,22.02,0,0.86,0.01
699705,14714,7.2,0.2,0.97,0.02
1242002,3392,7.25,0.54,2.06,0.06
579742,127,74.11,0,11.81,0
1461611,263,24.9,0,0.76,0
1408850,258,28,0,3.1,0
78582,470,25.27,0,1.49,0
485044,1205,32.31,0,2.9,0
1230025,1731,22.83,0,2.31,0
1374739,406,25.56,0,1.72,0
1494744,4329,19.74,0,2.31,0
346698,5975,21.87,0,0.99,0
337449,558,11.41,0,5.73,0.19
429286,2208,24.77,0,1.63,0
1509085,9010,28.1,0.02,2.87,0
518882,11941,21.63,0,0.11,0.01
194081,2459,42.46,0,1.55,0
1184682,51075,19.66,0.02,0.42,0
871308,5499,21.38,0,0.55,0.02
81420,242705,7.25,0,0.54,0.02
45617,1032,9.13,0,0.19,0
387197,2098,13.07,0,3.34,0
313327,3804,49.92,0,3.73,0
1314140,1384,22.44,0,1.81,0
667038,4168,12.48,0,6.77,0
556022,870,52.37,0,0.57,0
540086,971,44.78,0,0.41,0
106857,28161,36.84,0.12,1.63,0
1486902,1729,19.05,0,1.33,0.06
1341110,3017,30.45,0,0.83,0
1005150,736,14.32,0,0.41,0
1016608,27592,43.96,0,2.5,0.02
1279819,26580,28.16,0,2.27,0
447487,93450,24.99,0.01,1.2,0.01
692700,256,29.66,0,7.81,0.42
1349862,120392,17.61,0,0.28,0
1346965,2448,14.79,0,0.86,0
193177,244,24.35,0,5.74,0
195252,596,16.33,0,0.34,0
1489316,262,47.29,0.39,1.53,0
54754,467,34.51,0,2.57,0
1050613,1581,29.9,0.06,2.47,0
333077,16000,2.15,0,2.78,0
32408,269,37.12,0,1.86,0
287276,33652,33.88,0,3.29,0
344445,1009,42.77,0,3.37,0
1112968,845,25.9,0,7.69,0.13
1057523,44760,7,0.31,2.24,0
24626,3559,17.9,0,10.85,0
464854,3845,13.52,0,1.92,0
1200209,42609,11.78,0,0.4,0.01
704473,240,25.76,0,4.58,0
739851,139,32.35,0,2.16,0
1152077,927,45.79,0,1.29,0
751414,6012,15.17,0,3.16,0
113284,1340,13,0,7.01,0
1332470,24677,11.98,0,0.64,0
1214994,1203,29.66,0.34,3.33,0
1257253,6890,23.09,0,8.27,0
723406,598,22.28,0,4.68,0
1159826,391,29.59,0,13.55,0
935492,1781,38.08,0,1.07,0
1542449,410,48.99,0,27.32,0
715799,353,70.76,0,3.12,0
553132,118,12.04,0,8.47,0
812046,175,24.52,0,11.43,0
662633,4973,24.24,0,1.27,0.08
1216426,1418,12.79,0,2.4,0
158080,2447,19.95,0,0.86,0
1526275,2873,20.59,0,3.31,0
667542,2445,30.33,0,4.66,0.04
487283,491,34.62,0,0,0
188936,4150,12.98,0,0.7,0
641988,6119,15.87,0.17,1.63,0.03
1173878,42485,25.69,0.26,1.01,0
851551,633,29.39,0,1.11,0
616361,646,43.08,0,1.55,0
842325,1962,20.32,0,1.68,0
1317810,866,17.02,0,0.92,0
575911,4180,17.71,0,1.39,0
1418178,4058,39.36,0.05,1.58,0
1003440,921,16.48,0,2.5,0
1161077,731,38.77,0,1.92,0
543275,2045,17.25,0.05,1.37,0
740077,2963,35.7,0,0.64,0
223277,98673,19.95,0,2.39,0
689343,784,46.56,0,0,0
580694,2400,0.04,0,2.08,0
430295,1408,54.73,0,0.07,0
537902,470,41.42,0,0.85,0
1313276,32162,24.17,0,1.32,0
358136,1204,27.01,0,1,0
1089260,256,15,0,14.06,0
810147,1689,32.55,0,26.7,0
159268,2035,17.65,0,4.77,0
306557,23211,19.95,0,12.24,0
1326630,197,16.84,0,0.51,0
193686,1220,14.74,0,0.98,0
7626,1399,22.43,0,4.72,0
708509,7099,24.21,0,20.97,0.02
586258,6495,7.87,0,1.19,0
73907,23342,13.94,0.15,0.36,0.01
578266,1626,13.31,0,2.52,0.13
1114548,1364,52.29,0,3.81,0
1285014,420,24.21,0,2.62,0
153460,148004,21.83,0,1.47,0.01
911850,29871,20.41,0,8.31,0
503941,581,25.09,0,1.2,0
420040,627,31.67,0,0.8,0
770793,322,21.54,0,3.42,0.32
106062,11198,13.91,0,1.37,0.01
1498089,532,27.5,0,4.32,0
573766,4088,12.02,0,4.18,0
657005,1199,32.58,0,0.42,0.08
1277157,1221,15.54,0,0.9,0
315324,12439,15.11,0,1.38,0
120215,373,31.9,0,0,0
874690,5398,9.88,0,5.67,0
850953,925,21.24,0,2.27,0
1182269,5367,16.21,0.07,0.48,0
828499,6196,34.55,0,1.31,0.02
1191618,13096,6.72,0.02,2.35,0
831155,1189,29.25,0,2.52,0
232745,1661,17.46,0,4.15,0
1298094,1467,27.65,0,0.41,0.07
344560,14900,15.45,0,0.98,0.01
537485,8259,34.75,0.02,0.18,0.01
1156915,795,36.19,0,0.25,0
27405,757,30.41,0,2.25,0
1065179,2180,47.69,0,0.73,0
77279,44517,21.81,0.05,0.8,0
1361311,180,30.51,0,1.67,0
707024,291,24.22,0,0.69,0
1005037,5717,12.68,0,0.84,0.02
193545,269,13.57,0,4.09,0
465739,6040,19.94,0,1.46,0
527620,2637,25.87,0,1.63,0.04
512759,269,47.74,0,1.12,0
813499,3215,6.05,0,7.5,0
728544,726,41.45,0,0.96,0
123281,1131,32,0,6.9,0
818884,1553,6,0.13,3.41,0
633929,297,37.71,0,0,0
857307,329,27.24,0,1.82,0
1505797,130,31.15,0,6.15,0
954859,278,14.6,0,1.44,0
992865,856,6.05,0,3.5,0
1495126,4407,25.81,0,2.86,0
644182,570,44.14,0,2.63,0
1478944,113840,11.6,0,1.42,0
1116111,821,30.05,0,2.31,0
608727,638,39.34,0,5.17,0
719467,166,35.4,0,3.01,0
647939,519,25.87,0,6.17,0
1013764,22119,14.19,0,0.94,0
358475,2027,19.62,0,3.7,0
1119910,224,28.44,0,2.68,0
525082,2352,12.2,0,2.42,0
579723,1789,17.99,0,0.56,0
746951,158,23.08,0,1.27,0
1345813,3710,40.52,0,1.35,0
39715,12759,28.92,0,1.84,0
1499692,1286,47.36,0,0,0
1535800,1176,18.82,0,2.38,0
1523154,943,49.79,0,0.74,0.11
606328,790,37.32,0,2.66,0
74728,346,39.12,0,1.73,0
736227,340,52.96,0,5.59,0
898367,625,9.76,0,1.6,0
281370,6921,2.62,0,1.39,0
654867,101,82,0,0.99,0
978920,499,34.3,0,10.02,0.22
701779,543,23.79,0,4.79,0
227658,156,17.31,0,0,0
207579,1805,10.86,0,0.55,0
576856,1316,37.03,0,1.29,0
107024,2127,37.57,0,0.75,0
326136,301,36.36,0,1.33,0
927569,287,42.25,0,1.05,0
